node_id,label,rung,class,family,unit,value,source
Sys_Rydberg excitations (EE69)_003,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_003,Reference_Data,,,,,-58.1,
Sys_Rydberg excitations (EE69)_004,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_004,Reference_Data,,,,,-20.2,
Sys_Rydberg excitations (EE69)_005,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_005,Reference_Data,,,,,-59.9,
Sys_Rydberg excitations (EE69)_006,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_006,Reference_Data,,,,,-84.5,
Sys_Rydberg excitations (EE69)_007,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_007,Reference_Data,,,,,-71.5,
Sys_Rydberg excitations (EE69)_008,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_008,Reference_Data,,,,,-22.3,
Sys_Rydberg excitations (EE69)_009,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_009,Reference_Data,,,,,-86.4,
Sys_Rydberg excitations (EE69)_010,Chemical_System,,,,,,Expansion
Ref_Sys_Rydberg excitations (EE69)_010,Reference_Data,,,,,-59.0,
Sys_DIE60_001,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_001,Reference_Data,,,,,-50.9,
Sys_DIE60_002,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_002,Reference_Data,,,,,-83.4,
Sys_DIE60_003,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_003,Reference_Data,,,,,-20.7,
Sys_DIE60_004,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_004,Reference_Data,,,,,-78.0,
Sys_DIE60_005,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_005,Reference_Data,,,,,-2.2,
Sys_DIE60_006,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_006,Reference_Data,,,,,-2.6,
Sys_DIE60_007,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_007,Reference_Data,,,,,-82.9,
Sys_DIE60_008,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_008,Reference_Data,,,,,-89.7,
Sys_DIE60_009,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_009,Reference_Data,,,,,-56.9,
Sys_DIE60_010,Chemical_System,,,,,,Expansion
Ref_Sys_DIE60_010,Reference_Data,,,,,-10.4,
Sys_AcNH2 ⋅ AcNH2_001,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_001,Reference_Data,,,,,-66.6,
Sys_AcNH2 ⋅ AcNH2_002,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_002,Reference_Data,,,,,-1.8,
Sys_AcNH2 ⋅ AcNH2_003,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_003,Reference_Data,,,,,-73.7,
Sys_AcNH2 ⋅ AcNH2_004,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_004,Reference_Data,,,,,-24.6,
Sys_AcNH2 ⋅ AcNH2_005,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_005,Reference_Data,,,,,-6.1,
Sys_AcNH2 ⋅ AcNH2_006,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_006,Reference_Data,,,,,-28.9,
Sys_AcNH2 ⋅ AcNH2_007,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_007,Reference_Data,,,,,-2.5,
Sys_AcNH2 ⋅ AcNH2_008,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_008,Reference_Data,,,,,-96.6,
Sys_AcNH2 ⋅ AcNH2_009,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_009,Reference_Data,,,,,-2.1,
Sys_AcNH2 ⋅ AcNH2_010,Chemical_System,,,,,,Expansion
Ref_Sys_AcNH2 ⋅ AcNH2_010,Reference_Data,,,,,-13.1,
Sys_peptide ⋅ peptide_001,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_001,Reference_Data,,,,,-90.0,
Sys_peptide ⋅ peptide_002,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_002,Reference_Data,,,,,-27.5,
Sys_peptide ⋅ peptide_003,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_003,Reference_Data,,,,,-59.9,
Sys_peptide ⋅ peptide_004,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_004,Reference_Data,,,,,-41.3,
Sys_peptide ⋅ peptide_005,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_005,Reference_Data,,,,,-2.3,
Sys_peptide ⋅ peptide_006,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_006,Reference_Data,,,,,-3.0,
Sys_peptide ⋅ peptide_007,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_007,Reference_Data,,,,,-57.2,
Sys_peptide ⋅ peptide_008,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_008,Reference_Data,,,,,-63.7,
Sys_peptide ⋅ peptide_009,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_009,Reference_Data,,,,,-96.9,
Sys_peptide ⋅ peptide_010,Chemical_System,,,,,,Expansion
Ref_Sys_peptide ⋅ peptide_010,Reference_Data,,,,,-0.3,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_001,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_001,Reference_Data,,,,,-19.0,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_002,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_002,Reference_Data,,,,,-65.5,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_003,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_003,Reference_Data,,,,,-17.9,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_004,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_004,Reference_Data,,,,,-78.0,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_005,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_005,Reference_Data,,,,,-82.4,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_006,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_006,Reference_Data,,,,,-89.0,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_007,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_007,Reference_Data,,,,,-98.9,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_008,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_008,Reference_Data,,,,,-90.0,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_009,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_009,Reference_Data,,,,,-38.6,
Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_010,Chemical_System,,,,,,Expansion
Ref_Sys_benzene ⋅ AcOH (OH ⋅⋅⋅π)_010,Reference_Data,,,,,-31.6,
Sys_ADIM6_001,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_001,Reference_Data,,,,,-49.5,
Sys_ADIM6_002,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_002,Reference_Data,,,,,-77.8,
Sys_ADIM6_003,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_003,Reference_Data,,,,,-44.9,
Sys_ADIM6_004,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_004,Reference_Data,,,,,-18.7,
Sys_ADIM6_005,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_005,Reference_Data,,,,,-68.4,
Sys_ADIM6_006,Chemical_System,,,,,,Expansion
Ref_Sys_ADIM6_006,Reference_Data,,,,,-64.0,
Sys_Butanediol65_001,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_001,Reference_Data,,,,,-82.7,
Sys_Butanediol65_002,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_002,Reference_Data,,,,,-28.5,
Sys_Butanediol65_003,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_003,Reference_Data,,,,,-86.6,
Sys_Butanediol65_004,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_004,Reference_Data,,,,,-44.5,
Sys_Butanediol65_005,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_005,Reference_Data,,,,,-93.2,
Sys_Butanediol65_006,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_006,Reference_Data,,,,,-90.6,
Sys_Butanediol65_007,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_007,Reference_Data,,,,,-18.8,
Sys_Butanediol65_008,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_008,Reference_Data,,,,,-71.6,
Sys_Butanediol65_009,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_009,Reference_Data,,,,,-44.9,
Sys_Butanediol65_010,Chemical_System,,,,,,Expansion
Ref_Sys_Butanediol65_010,Reference_Data,,,,,-26.1,
Sys_G2RC_001,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_001,Reference_Data,,,,,-3.4,
Sys_G2RC_002,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_002,Reference_Data,,,,,-87.4,
Sys_G2RC_003,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_003,Reference_Data,,,,,-38.6,
Sys_G2RC_004,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_004,Reference_Data,,,,,-76.7,
Sys_G2RC_005,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_005,Reference_Data,,,,,-70.6,
Sys_G2RC_006,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_006,Reference_Data,,,,,-72.8,
Sys_G2RC_007,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_007,Reference_Data,,,,,-70.1,
Sys_G2RC_008,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_008,Reference_Data,,,,,-95.0,
Sys_G2RC_009,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_009,Reference_Data,,,,,-91.8,
Sys_G2RC_010,Chemical_System,,,,,,Expansion
Ref_Sys_G2RC_010,Reference_Data,,,,,-95.8,
Sys_ABDEL8_001,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_001,Reference_Data,,,,,-24.8,
Sys_ABDEL8_002,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_002,Reference_Data,,,,,-45.0,
Sys_ABDEL8_003,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_003,Reference_Data,,,,,-56.6,
Sys_ABDEL8_004,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_004,Reference_Data,,,,,-73.9,
Sys_ABDEL8_005,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_005,Reference_Data,,,,,-5.9,
Sys_ABDEL8_006,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_006,Reference_Data,,,,,-44.6,
Sys_ABDEL8_007,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_007,Reference_Data,,,,,-27.1,
Sys_ABDEL8_008,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_008,Reference_Data,,,,,-30.8,
Sys_ABDEL8_009,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_009,Reference_Data,,,,,-77.8,
Sys_ABDEL8_010,Chemical_System,,,,,,Expansion
Ref_Sys_ABDEL8_010,Reference_Data,,,,,-87.3,
Sys_PS47_001,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_001,Reference_Data,,,,,-59.7,
Sys_PS47_002,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_002,Reference_Data,,,,,-47.0,
Sys_PS47_003,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_003,Reference_Data,,,,,-17.2,
Sys_PS47_004,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_004,Reference_Data,,,,,-57.6,
Sys_PS47_005,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_005,Reference_Data,,,,,-54.8,
Sys_PS47_006,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_006,Reference_Data,,,,,-85.8,
Sys_PS47_007,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_007,Reference_Data,,,,,-54.2,
Sys_PS47_008,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_008,Reference_Data,,,,,-84.1,
Sys_PS47_009,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_009,Reference_Data,,,,,-95.0,
Sys_PS47_010,Chemical_System,,,,,,Expansion
Ref_Sys_PS47_010,Reference_Data,,,,,-26.3,
Sys_Graphene sheet dimers_001,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_001,Reference_Data,,,,,-44.2,
Sys_Graphene sheet dimers_002,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_002,Reference_Data,,,,,-6.9,
Sys_Graphene sheet dimers_003,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_003,Reference_Data,,,,,-49.7,
Sys_Graphene sheet dimers_004,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_004,Reference_Data,,,,,-66.9,
Sys_Graphene sheet dimers_005,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_005,Reference_Data,,,,,-8.6,
Sys_Graphene sheet dimers_006,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_006,Reference_Data,,,,,-10.4,
Sys_Graphene sheet dimers_007,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_007,Reference_Data,,,,,-72.3,
Sys_Graphene sheet dimers_008,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_008,Reference_Data,,,,,-19.3,
Sys_Graphene sheet dimers_009,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_009,Reference_Data,,,,,-48.2,
Sys_Graphene sheet dimers_010,Chemical_System,,,,,,Expansion
Ref_Sys_Graphene sheet dimers_010,Reference_Data,,,,,-62.2,
Sys_Phenol dimer_001,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_001,Reference_Data,,,,,-77.0,
Sys_Phenol dimer_002,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_002,Reference_Data,,,,,-20.4,
Sys_Phenol dimer_003,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_003,Reference_Data,,,,,-39.1,
Sys_Phenol dimer_004,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_004,Reference_Data,,,,,-49.2,
Sys_Phenol dimer_005,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_005,Reference_Data,,,,,-95.8,
Sys_Phenol dimer_006,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_006,Reference_Data,,,,,-46.0,
Sys_Phenol dimer_007,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_007,Reference_Data,,,,,-82.0,
Sys_Phenol dimer_008,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_008,Reference_Data,,,,,-11.3,
Sys_Phenol dimer_009,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_009,Reference_Data,,,,,-0.9,
Sys_Phenol dimer_010,Chemical_System,,,,,,Expansion
Ref_Sys_Phenol dimer_010,Reference_Data,,,,,-47.6,
Sys_TKNC306_001,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_001,Reference_Data,,,,,-59.1,
Sys_TKNC306_002,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_002,Reference_Data,,,,,-14.9,
Sys_TKNC306_003,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_003,Reference_Data,,,,,-63.2,
Sys_TKNC306_004,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_004,Reference_Data,,,,,-80.5,
Sys_TKNC306_005,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_005,Reference_Data,,,,,-57.4,
Sys_TKNC306_006,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_006,Reference_Data,,,,,-67.3,
Sys_TKNC306_007,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_007,Reference_Data,,,,,-34.2,
Sys_TKNC306_008,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_008,Reference_Data,,,,,-5.2,
Sys_TKNC306_009,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_009,Reference_Data,,,,,-90.4,
Sys_TKNC306_010,Chemical_System,,,,,,Expansion
Ref_Sys_TKNC306_010,Reference_Data,,,,,-37.4,
Sys_SR-TM-BE17_001,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_001,Reference_Data,,,,,-94.1,
Sys_SR-TM-BE17_002,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_002,Reference_Data,,,,,-26.3,
Sys_SR-TM-BE17_003,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_003,Reference_Data,,,,,-79.7,
Sys_SR-TM-BE17_004,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_004,Reference_Data,,,,,-62.7,
Sys_SR-TM-BE17_005,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_005,Reference_Data,,,,,-0.4,
Sys_SR-TM-BE17_006,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_006,Reference_Data,,,,,-42.8,
Sys_SR-TM-BE17_007,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_007,Reference_Data,,,,,-82.4,
Sys_SR-TM-BE17_008,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_008,Reference_Data,,,,,-83.6,
Sys_SR-TM-BE17_009,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_009,Reference_Data,,,,,-19.3,
Sys_SR-TM-BE17_010,Chemical_System,,,,,,Expansion
Ref_Sys_SR-TM-BE17_010,Reference_Data,,,,,-41.8,
Sys_ICONF_001,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_001,Reference_Data,,,,,-21.5,
Sys_ICONF_002,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_002,Reference_Data,,,,,-80.2,
Sys_ICONF_003,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_003,Reference_Data,,,,,-55.2,
Sys_ICONF_004,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_004,Reference_Data,,,,,-75.6,
Sys_ICONF_005,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_005,Reference_Data,,,,,-22.6,
Sys_ICONF_006,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_006,Reference_Data,,,,,-12.3,
Sys_ICONF_007,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_007,Reference_Data,,,,,-48.7,
Sys_ICONF_008,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_008,Reference_Data,,,,,-71.9,
Sys_ICONF_009,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_009,Reference_Data,,,,,-57.3,
Sys_ICONF_010,Chemical_System,,,,,,Expansion
Ref_Sys_ICONF_010,Reference_Data,,,,,-93.2,
Sys_Group_II_Clusters_001,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_001,Reference_Data,,,,,-17.5,
Sys_Group_II_Clusters_002,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_002,Reference_Data,,,,,-85.6,
Sys_Group_II_Clusters_003,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_003,Reference_Data,,,,,-3.1,
Sys_Group_II_Clusters_004,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_004,Reference_Data,,,,,-1.6,
Sys_Group_II_Clusters_005,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_005,Reference_Data,,,,,-31.3,
Sys_Group_II_Clusters_006,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_006,Reference_Data,,,,,-13.5,
Sys_Group_II_Clusters_007,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_007,Reference_Data,,,,,-12.8,
Sys_Group_II_Clusters_008,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_008,Reference_Data,,,,,-94.9,
Sys_Group_II_Clusters_009,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_009,Reference_Data,,,,,-55.4,
Sys_Group_II_Clusters_010,Chemical_System,,,,,,Expansion
Ref_Sys_Group_II_Clusters_010,Reference_Data,,,,,-42.4,
Sys_HTBH38/08_001,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_001,Reference_Data,,,,,-21.1,
Sys_HTBH38/08_002,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_002,Reference_Data,,,,,-43.3,
Sys_HTBH38/08_003,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_003,Reference_Data,,,,,-98.6,
Sys_HTBH38/08_004,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_004,Reference_Data,,,,,-73.7,
Sys_HTBH38/08_005,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_005,Reference_Data,,,,,-14.5,
Sys_HTBH38/08_006,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_006,Reference_Data,,,,,-72.4,
Sys_HTBH38/08_007,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_007,Reference_Data,,,,,-93.4,
Sys_HTBH38/08_008,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_008,Reference_Data,,,,,-99.6,
Sys_HTBH38/08_009,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_009,Reference_Data,,,,,-56.4,
Sys_HTBH38/08_010,Chemical_System,,,,,,Expansion
Ref_Sys_HTBH38/08_010,Reference_Data,,,,,-49.6,
Sys_HEAVYSB11_001,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_001,Reference_Data,,,,,-18.1,
Sys_HEAVYSB11_002,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_002,Reference_Data,,,,,-62.2,
Sys_HEAVYSB11_003,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_003,Reference_Data,,,,,-56.0,
Sys_HEAVYSB11_004,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_004,Reference_Data,,,,,-93.8,
Sys_HEAVYSB11_005,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_005,Reference_Data,,,,,-35.5,
Sys_HEAVYSB11_006,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_006,Reference_Data,,,,,-53.3,
Sys_HEAVYSB11_007,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_007,Reference_Data,,,,,-57.6,
Sys_HEAVYSB11_008,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_008,Reference_Data,,,,,-19.7,
Sys_HEAVYSB11_009,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_009,Reference_Data,,,,,-37.5,
Sys_HEAVYSB11_010,Chemical_System,,,,,,Expansion
Ref_Sys_HEAVYSB11_010,Reference_Data,,,,,-80.5,
Sys_[2.2]Paracyclophane_001,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_001,Reference_Data,,,,,-17.2,
Sys_[2.2]Paracyclophane_002,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_002,Reference_Data,,,,,-91.8,
Sys_[2.2]Paracyclophane_003,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_003,Reference_Data,,,,,-79.7,
Sys_[2.2]Paracyclophane_004,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_004,Reference_Data,,,,,-96.2,
Sys_[2.2]Paracyclophane_005,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_005,Reference_Data,,,,,-31.8,
Sys_[2.2]Paracyclophane_006,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_006,Reference_Data,,,,,-93.5,
Sys_[2.2]Paracyclophane_007,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_007,Reference_Data,,,,,-35.9,
Sys_[2.2]Paracyclophane_008,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_008,Reference_Data,,,,,-31.9,
Sys_[2.2]Paracyclophane_009,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_009,Reference_Data,,,,,-2.1,
Sys_[2.2]Paracyclophane_010,Chemical_System,,,,,,Expansion
Ref_Sys_[2.2]Paracyclophane_010,Reference_Data,,,,,-49.5,
Sys_AMUE (Kinetics)_001,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_001,Reference_Data,,,,,-9.5,
Sys_AMUE (Kinetics)_002,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_002,Reference_Data,,,,,-40.3,
Sys_AMUE (Kinetics)_003,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_003,Reference_Data,,,,,-31.8,
Sys_AMUE (Kinetics)_004,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_004,Reference_Data,,,,,-33.6,
Sys_AMUE (Kinetics)_005,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_005,Reference_Data,,,,,-41.6,
Sys_AMUE (Kinetics)_006,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_006,Reference_Data,,,,,-61.1,
Sys_AMUE (Kinetics)_007,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_007,Reference_Data,,,,,-54.4,
Sys_AMUE (Kinetics)_008,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_008,Reference_Data,,,,,-60.4,
Sys_AMUE (Kinetics)_009,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_009,Reference_Data,,,,,-31.2,
Sys_AMUE (Kinetics)_010,Chemical_System,,,,,,Expansion
Ref_Sys_AMUE (Kinetics)_010,Reference_Data,,,,,-6.5,
Sys_TMBE33_001,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_001,Reference_Data,,,,,-14.2,
Sys_TMBE33_002,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_002,Reference_Data,,,,,-51.1,
Sys_TMBE33_003,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_003,Reference_Data,,,,,-45.0,
Sys_TMBE33_004,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_004,Reference_Data,,,,,-33.6,
Sys_TMBE33_005,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_005,Reference_Data,,,,,-75.5,
Sys_TMBE33_006,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_006,Reference_Data,,,,,-55.5,
Sys_TMBE33_007,Chemical_System,,,,,,Expansion
Ref_Sys_TMBE33_007,Reference_Data,,,,,-38.9,
